#,start_preprocess,start_inference,end_inference
35,1732125739.9544218,1732125740.138644,1732125740.1412349
36,1732125739.9544218,1732125740.1412408,1732125740.1437535
37,1732125739.9544218,1732125740.1437573,1732125740.1464527
38,1732125739.9544218,1732125740.1464567,1732125740.1490839
39,1732125739.9544218,1732125740.1490881,1732125740.1516113
40,1732125739.9544218,1732125740.1516151,1732125740.1542068
41,1732125739.9544218,1732125740.1542106,1732125740.1567392
42,1732125739.9544218,1732125740.1567438,1732125740.1592677
43,1732125739.9544218,1732125740.1592717,1732125740.161932
44,1732125739.9544218,1732125740.161936,1732125740.1645224
45,1732125739.9544218,1732125740.1645267,1732125740.1672218
46,1732125739.9544218,1732125740.1672258,1732125740.1698046
47,1732125739.9544218,1732125740.1698098,1732125740.1723573
48,1732125739.9544218,1732125740.1723611,1732125740.1748586
49,1732125739.9544218,1732125740.1748624,1732125740.177416
50,1732125739.9544218,1732125740.1774201,1732125740.180043
51,1732125739.9544218,1732125740.1800468,1732125740.1825488
52,1732125739.9544218,1732125740.182552,1732125740.1851265
53,1732125739.9544218,1732125740.1851304,1732125740.187619
54,1732125739.9544218,1732125740.1876225,1732125740.1902184
55,1732125739.9544218,1732125740.1902223,1732125740.1928034
56,1732125739.9544218,1732125740.1928072,1732125740.195373
57,1732125739.9544218,1732125740.1953766,1732125740.1979616
58,1732125739.9544218,1732125740.197965,1732125740.2004728
59,1732125739.9544218,1732125740.2004788,1732125740.202958
60,1732125739.9544218,1732125740.2029614,1732125740.205507
61,1732125739.9544218,1732125740.2055106,1732125740.208037
62,1732125739.9544218,1732125740.208041,1732125740.2106206
63,1732125739.9544218,1732125740.2106242,1732125740.2131934
64,1732125739.9544218,1732125740.213197,1732125740.2156734
65,1732125739.9544218,1732125740.2156768,1732125740.2182312
66,1732125739.9544218,1732125740.2182348,1732125740.2207193
67,1732125739.9544218,1732125740.220723,1732125740.2232141
68,1732125739.9544218,1732125740.2232177,1732125740.2257555
69,1732125739.9544218,1732125740.2257593,1732125740.2284071
70,1732125739.9544218,1732125740.228411,1732125740.2310019
71,1732125739.9544218,1732125740.2310054,1732125740.23358
72,1732125739.9544218,1732125740.2335835,1732125740.2361305
73,1732125739.9544218,1732125740.2361357,1732125740.23863
74,1732125739.9544218,1732125740.2386336,1732125740.2411969
75,1732125739.9544218,1732125740.2412007,1732125740.2436755
76,1732125739.9544218,1732125740.2436788,1732125740.2462356
77,1732125739.9544218,1732125740.2462394,1732125740.2489564
78,1732125739.9544218,1732125740.2489605,1732125740.2514694
79,1732125739.9544218,1732125740.251473,1732125740.2540693
80,1732125739.9544218,1732125740.2540731,1732125740.2566433
81,1732125739.9544218,1732125740.2566469,1732125740.259155
82,1732125739.9544218,1732125740.2591588,1732125740.2617838
83,1732125739.9544218,1732125740.261788,1732125740.264406
84,1732125739.9544218,1732125740.26441,1732125740.2669067
85,1732125739.9544218,1732125740.2669103,1732125740.2694743
86,1732125739.9544218,1732125740.269478,1732125740.2721171
87,1732125739.9544218,1732125740.2721214,1732125740.2748406
88,1732125739.9544218,1732125740.2748442,1732125740.2774286
89,1732125739.9544218,1732125740.277434,1732125740.2800713
90,1732125739.9544218,1732125740.2800756,1732125740.2826314
91,1732125739.9544218,1732125740.2826347,1732125740.2852774
92,1732125739.9544218,1732125740.2852812,1732125740.2878299
93,1732125739.9544218,1732125740.2878335,1732125740.2905135
94,1732125739.9544218,1732125740.290517,1732125740.2930768
95,1732125739.9544218,1732125740.2930803,1732125740.2956126
96,1732125739.9544218,1732125740.2956161,1732125740.2981877
97,1732125739.9544218,1732125740.2981918,1732125740.3006845
98,1732125739.9544218,1732125740.3006883,1732125740.303187
99,1732125739.9544218,1732125740.3031907,1732125740.3057601
100,1732125739.9544218,1732125740.3057642,1732125740.308394
101,1732125739.9544218,1732125740.308398,1732125740.3114655
102,1732125739.9544218,1732125740.3114693,1732125740.3145173
103,1732125739.9544218,1732125740.3145208,1732125740.3176672
104,1732125739.9544218,1732125740.3176708,1732125740.3207028
105,1732125739.9544218,1732125740.3207066,1732125740.3246608
106,1732125739.9544218,1732125740.3246663,1732125740.3286486
107,1732125739.9544218,1732125740.3286564,1732125740.3322017
108,1732125739.9544218,1732125740.3322072,1732125740.3357556
109,1732125739.9544218,1732125740.3357606,1732125740.3386552
110,1732125739.9544218,1732125740.338659,1732125740.341078
111,1732125739.9544218,1732125740.3410819,1732125740.3434372
112,1732125739.9544218,1732125740.343441,1732125740.345913
113,1732125739.9544218,1732125740.3459165,1732125740.3483896
114,1732125739.9544218,1732125740.3483932,1732125740.3507495
115,1732125739.9544218,1732125740.350753,1732125740.3531544
116,1732125739.9544218,1732125740.3531582,1732125740.3554997
117,1732125739.9544218,1732125740.355503,1732125740.3578887
118,1732125739.9544218,1732125740.357892,1732125740.360283
119,1732125739.9544218,1732125740.3602862,1732125740.3626435
120,1732125739.9544218,1732125740.362647,1732125740.3650575
121,1732125739.9544218,1732125740.3650615,1732125740.3674405
122,1732125739.9544218,1732125740.3674443,1732125740.3698916
123,1732125739.9544218,1732125740.3698955,1732125740.3723657
124,1732125739.9544218,1732125740.3723698,1732125740.3747241
125,1732125739.9544218,1732125740.3747277,1732125740.377133
126,1732125739.9544218,1732125740.3771365,1732125740.3794851
127,1732125739.9544218,1732125740.3794904,1732125740.382042
128,1732125739.9544218,1732125740.3820457,1732125740.3844335
129,1732125739.9544218,1732125740.384437,1732125740.3869374
130,1732125739.9544218,1732125740.386941,1732125740.3893464
131,1732125739.9544218,1732125740.38935,1732125740.3916965
132,1732125739.9544218,1732125740.3917003,1732125740.3941774
133,1732125739.9544218,1732125740.3941815,1732125740.396553
134,1732125739.9544218,1732125740.3965566,1732125740.3989968
135,1732125739.9544218,1732125740.3990002,1732125740.4014904
136,1732125739.9544218,1732125740.4014945,1732125740.4038484
137,1732125739.9544218,1732125740.403852,1732125740.4062784
138,1732125739.9544218,1732125740.4062827,1732125740.4086566
139,1732125739.9544218,1732125740.4086604,1732125740.4110084
140,1732125739.9544218,1732125740.411012,1732125740.4134927
141,1732125739.9544218,1732125740.4134965,1732125740.415851
142,1732125739.9544218,1732125740.4158547,1732125740.418313
143,1732125739.9544218,1732125740.418317,1732125740.420704
144,1732125739.9544218,1732125740.4207077,1732125740.4231703
145,1732125739.9544218,1732125740.4231741,1732125740.4255893
146,1732125739.9544218,1732125740.4255934,1732125740.4280903
147,1732125739.9544218,1732125740.4280946,1732125740.4304738
148,1732125739.9544218,1732125740.4304776,1732125740.4330153
149,1732125739.9544218,1732125740.4330215,1732125740.4354393
150,1732125739.9544218,1732125740.4354432,1732125740.437849
151,1732125739.9544218,1732125740.4378526,1732125740.4402578
152,1732125739.9544218,1732125740.4402614,1732125740.4426243
153,1732125739.9544218,1732125740.442628,1732125740.4450693
154,1732125739.9544218,1732125740.445073,1732125740.4474807
155,1732125739.9544218,1732125740.4474845,1732125740.4499757
156,1732125739.9544218,1732125740.4499793,1732125740.452432
157,1732125739.9544218,1732125740.4524357,1732125740.454877
158,1732125739.9544218,1732125740.4548805,1732125740.457332
159,1732125739.9544218,1732125740.4573357,1732125740.4602582
160,1732125739.9544218,1732125740.460262,1732125740.4626381
161,1732125739.9544218,1732125740.4626417,1732125740.4650574
162,1732125739.9544218,1732125740.4650612,1732125740.4674137
163,1732125739.9544218,1732125740.4674172,1732125740.4698355
164,1732125739.9544218,1732125740.4698393,1732125740.4722424
165,1732125739.9544218,1732125740.4722462,1732125740.4747071
166,1732125739.9544218,1732125740.4747107,1732125740.4771204
167,1732125739.9544218,1732125740.4771247,1732125740.4794703
168,1732125739.9544218,1732125740.479474,1732125740.4818707
169,1732125739.9544218,1732125740.4818747,1732125740.4842734
170,1732125739.9544218,1732125740.4842772,1732125740.4866576
171,1732125739.9544218,1732125740.486661,1732125740.4890702
172,1732125739.9544218,1732125740.4890742,1732125740.4914331
173,1732125739.9544218,1732125740.491437,1732125740.4938557
174,1732125739.9544218,1732125740.4938612,1732125740.4962714
175,1732125739.9544218,1732125740.4962752,1732125740.49873
176,1732125739.9544218,1732125740.4987335,1732125740.501156
177,1732125739.9544218,1732125740.5011604,1732125740.5036242
178,1732125739.9544218,1732125740.5036283,1732125740.5060692
179,1732125739.9544218,1732125740.5060732,1732125740.5085473
180,1732125739.9544218,1732125740.5085514,1732125740.510915
181,1732125739.9544218,1732125740.5109189,1732125740.5133412
182,1732125739.9544218,1732125740.513345,1732125740.5156991
183,1732125739.9544218,1732125740.515703,1732125740.5182252
184,1732125739.9544218,1732125740.5182292,1732125740.5206537
185,1732125739.9544218,1732125740.5206583,1732125740.5231123
186,1732125739.9544218,1732125740.523116,1732125740.5255187
187,1732125739.9544218,1732125740.5255225,1732125740.5278761
188,1732125739.9544218,1732125740.5278797,1732125740.5303044
189,1732125739.9544218,1732125740.5303082,1732125740.532715
190,1732125739.9544218,1732125740.5327191,1732125740.535078
191,1732125739.9544218,1732125740.535082,1732125740.5375774
192,1732125739.9544218,1732125740.5375817,1732125740.5400715
193,1732125739.9544218,1732125740.5400755,1732125740.5424478
194,1732125739.9544218,1732125740.5424511,1732125740.5448458
195,1732125739.9544218,1732125740.5448496,1732125740.5472856
196,1732125739.9544218,1732125740.5472891,1732125740.5496871
197,1732125739.9544218,1732125740.5496907,1732125740.5521014
198,1732125739.9544218,1732125740.5521052,1732125740.554453
199,1732125739.9544218,1732125740.5544565,1732125740.5568504
200,1732125739.9544218,1732125740.5568545,1732125740.5592089
201,1732125739.9544218,1732125740.5592124,1732125740.5616367
202,1732125739.9544218,1732125740.5616417,1732125740.56412
203,1732125739.9544218,1732125740.564124,1732125740.566468
204,1732125739.9544218,1732125740.5664716,1732125740.5688388
205,1732125739.9544218,1732125740.5688431,1732125740.5711834
206,1732125739.9544218,1732125740.5711873,1732125740.5741088
207,1732125739.9544218,1732125740.5741134,1732125740.5765069
208,1732125739.9544218,1732125740.5765107,1732125740.5789998
209,1732125739.9544218,1732125740.5790036,1732125740.5814319
210,1732125739.9544218,1732125740.5814357,1732125740.5837917
211,1732125739.9544218,1732125740.5837958,1732125740.5862334
212,1732125739.9544218,1732125740.5862374,1732125740.5886023
213,1732125739.9544218,1732125740.5886068,1732125740.5909598
214,1732125739.9544218,1732125740.5909636,1732125740.5934644
215,1732125739.9544218,1732125740.5934682,1732125740.5958118
216,1732125739.9544218,1732125740.5958157,1732125740.5982673
217,1732125739.9544218,1732125740.5982714,1732125740.6006536
218,1732125739.9544218,1732125740.6006577,1732125740.6030114
219,1732125739.9544218,1732125740.6030154,1732125740.6054254
220,1732125739.9544218,1732125740.6054294,1732125740.6077878
221,1732125739.9544218,1732125740.6077917,1732125740.6103642
222,1732125739.9544218,1732125740.610368,1732125740.612883
223,1732125739.9544218,1732125740.6128871,1732125740.6152396
224,1732125739.9544218,1732125740.6152434,1732125740.6176639
225,1732125739.9544218,1732125740.617668,1732125740.620091
226,1732125739.9544218,1732125740.620095,1732125740.622472
227,1732125739.9544218,1732125740.6224759,1732125740.624899
228,1732125739.9544218,1732125740.6249027,1732125740.6272674
229,1732125739.9544218,1732125740.6272712,1732125740.6296759
230,1732125739.9544218,1732125740.62968,1732125740.632067
231,1732125739.9544218,1732125740.632071,1732125740.6345208
232,1732125739.9544218,1732125740.6345246,1732125740.636921
233,1732125739.9544218,1732125740.6369247,1732125740.6392736
234,1732125739.9544218,1732125740.639282,1732125740.6417325
235,1732125739.9544218,1732125740.6417363,1732125740.6441357
236,1732125739.9544218,1732125740.6441395,1732125740.6464927
237,1732125739.9544218,1732125740.6464965,1732125740.6489031
238,1732125739.9544218,1732125740.648907,1732125740.6512594
239,1732125739.9544218,1732125740.6512632,1732125740.653669
240,1732125739.9544218,1732125740.6536727,1732125740.6560717
241,1732125739.9544218,1732125740.6560757,1732125740.6584337
242,1732125739.9544218,1732125740.6584377,1732125740.6609166
243,1732125739.9544218,1732125740.6609206,1732125740.663274
244,1732125739.9544218,1732125740.6632776,1732125740.6656764
245,1732125739.9544218,1732125740.6656804,1732125740.6680732
246,1732125739.9544218,1732125740.668077,1732125740.6704595
247,1732125739.9544218,1732125740.6704633,1732125740.6729214
248,1732125739.9544218,1732125740.6729257,1732125740.6753109
249,1732125739.9544218,1732125740.6753147,1732125740.6777442
250,1732125739.9544218,1732125740.6777482,1732125740.680169
251,1732125739.9544218,1732125740.6801732,1732125740.6826386
252,1732125739.9544218,1732125740.682643,1732125740.685053
253,1732125739.9544218,1732125740.6850572,1732125740.6874115
254,1732125739.9544218,1732125740.6874154,1732125740.6898146
255,1732125739.9544218,1732125740.6898184,1732125740.6922224
256,1732125739.9544218,1732125740.6922266,1732125740.6945775
257,1732125739.9544218,1732125740.694581,1732125740.6969793
258,1732125739.9544218,1732125740.6969833,1732125740.699333
259,1732125739.9544218,1732125740.6993368,1732125740.7018366
260,1732125739.9544218,1732125740.7018404,1732125740.704389
261,1732125739.9544218,1732125740.7043931,1732125740.7067578
262,1732125739.9544218,1732125740.7067623,1732125740.7091718
263,1732125739.9544218,1732125740.7091758,1732125740.7115395
264,1732125739.9544218,1732125740.7115433,1732125740.7139716
265,1732125739.9544218,1732125740.7139757,1732125740.7163792
266,1732125739.9544218,1732125740.7163827,1732125740.7187402
267,1732125739.9544218,1732125740.7187438,1732125740.721158
268,1732125739.9544218,1732125740.721162,1732125740.7235155
269,1732125739.9544218,1732125740.7235193,1732125740.726037
270,1732125739.9544218,1732125740.7260425,1732125740.728414
271,1732125739.9544218,1732125740.7284179,1732125740.7307737
272,1732125739.9544218,1732125740.7307775,1732125740.733269
273,1732125739.9544218,1732125740.733273,1732125740.7356331
274,1732125739.9544218,1732125740.735637,1732125740.7380502
275,1732125739.9544218,1732125740.7380545,1732125740.7404182
276,1732125739.9544218,1732125740.7404222,1732125740.7427733
277,1732125739.9544218,1732125740.742777,1732125740.7451828
278,1732125739.9544218,1732125740.7451868,1732125740.7475402
279,1732125739.9544218,1732125740.747544,1732125740.7499917
280,1732125739.9544218,1732125740.7499955,1732125740.7523806
281,1732125739.9544218,1732125740.7523847,1732125740.7548034
282,1732125739.9544218,1732125740.7548072,1732125740.7572484
283,1732125739.9544218,1732125740.757253,1732125740.759623
284,1732125739.9544218,1732125740.7596269,1732125740.7620492
285,1732125739.9544218,1732125740.7620535,1732125740.764481
286,1732125739.9544218,1732125740.7644851,1732125740.7669353
287,1732125739.9544218,1732125740.7669394,1732125740.769343
288,1732125739.9544218,1732125740.7693467,1732125740.7716997
289,1732125739.9544218,1732125740.7717035,1732125740.774264
290,1732125739.9544218,1732125740.7742686,1732125740.776637
291,1732125739.9544218,1732125740.7766411,1732125740.778998
292,1732125739.9544218,1732125740.779002,1732125740.7814128
293,1732125739.9544218,1732125740.781417,1732125740.7837768
294,1732125739.9544218,1732125740.7837806,1732125740.7862198
295,1732125739.9544218,1732125740.7862236,1732125740.7885964
296,1732125739.9544218,1732125740.7886002,1732125740.790952
297,1732125739.9544218,1732125740.7909558,1732125740.7933574
298,1732125739.9544218,1732125740.7933614,1732125740.7957182
299,1732125739.9544218,1732125740.795722,1732125740.798151
300,1732125739.9544218,1732125740.7981548,1732125740.8006115
301,1732125739.9544218,1732125740.800615,1732125740.8029628
302,1732125739.9544218,1732125740.8029664,1732125740.8054523
303,1732125739.9544218,1732125740.8054564,1732125740.8078136
304,1732125739.9544218,1732125740.8078172,1732125740.810341
305,1732125739.9544218,1732125740.810345,1732125740.812705
306,1732125739.9544218,1732125740.8127089,1732125740.8150547
307,1732125739.9544218,1732125740.8150582,1732125740.8174634
308,1732125739.9544218,1732125740.8174672,1732125740.8198524
309,1732125739.9544218,1732125740.8198562,1732125740.8223245
310,1732125739.9544218,1732125740.8223305,1732125740.8248618
311,1732125739.9544218,1732125740.824866,1732125740.827253
312,1732125739.9544218,1732125740.8272572,1732125740.8297658
313,1732125739.9544218,1732125740.82977,1732125740.832198
314,1732125739.9544218,1732125740.832202,1732125740.8346934
315,1732125739.9544218,1732125740.8346972,1732125740.8371463
316,1732125739.9544218,1732125740.8371506,1732125740.8396254
317,1732125739.9544218,1732125740.8396297,1732125740.842034
318,1732125739.9544218,1732125740.8420382,1732125740.8443987
319,1732125739.9544218,1732125740.8444028,1732125740.8467476
320,1732125739.9544218,1732125740.8467515,1732125740.8491592
321,1732125739.9544218,1732125740.8491633,1732125740.8515165
322,1732125739.9544218,1732125740.8515203,1732125740.8540065
323,1732125739.9544218,1732125740.8540103,1732125740.8563764
324,1732125739.9544218,1732125740.85638,1732125740.8587177
325,1732125739.9544218,1732125740.8587215,1732125740.8611317
326,1732125739.9544218,1732125740.8611357,1732125740.8635743
327,1732125739.9544218,1732125740.863578,1732125740.8660378
328,1732125739.9544218,1732125740.866042,1732125740.868429
329,1732125739.9544218,1732125740.8684332,1732125740.8707902
330,1732125739.9544218,1732125740.8707943,1732125740.8732448
331,1732125739.9544218,1732125740.8732488,1732125740.8757474
332,1732125739.9544218,1732125740.8757515,1732125740.8781922
333,1732125739.9544218,1732125740.8781962,1732125740.880564
334,1732125739.9544218,1732125740.880568,1732125740.8829243
335,1732125739.9544218,1732125740.882928,1732125740.885452
336,1732125739.9544218,1732125740.885456,1732125740.8878345
337,1732125739.9544218,1732125740.8878381,1732125740.890315
338,1732125739.9544218,1732125740.890319,1732125740.8928163
339,1732125739.9544218,1732125740.8928201,1732125740.895169
340,1732125739.9544218,1732125740.8951726,1732125740.897575
341,1732125739.9544218,1732125740.8975787,1732125740.8999577
342,1732125739.9544218,1732125740.8999617,1732125740.9023747
343,1732125739.9544218,1732125740.9023786,1732125740.904741
344,1732125739.9544218,1732125740.9047446,1732125740.9071076
345,1732125739.9544218,1732125740.9071112,1732125740.909497
346,1732125739.9544218,1732125740.9095006,1732125740.911852
347,1732125739.9544218,1732125740.9118557,1732125740.914278
348,1732125739.9544218,1732125740.9142818,1732125740.9166946
349,1732125739.9544218,1732125740.916699,1732125740.9190674
350,1732125739.9544218,1732125740.919071,1732125740.9215055
351,1732125739.9544218,1732125740.92151,1732125740.9238994
352,1732125739.9544218,1732125740.9239035,1732125740.926353
353,1732125739.9544218,1732125740.926357,1732125740.9287372
354,1732125739.9544218,1732125740.9287412,1732125740.931127
355,1732125739.9544218,1732125740.9311333,1732125740.9335582
356,1732125739.9544218,1732125740.9335625,1732125740.9360342
357,1732125739.9544218,1732125740.9360387,1732125740.9384282
358,1732125739.9544218,1732125740.938432,1732125740.9408395
359,1732125739.9544218,1732125740.9408433,1732125740.9431975
360,1732125739.9544218,1732125740.943201,1732125740.945639
361,1732125739.9544218,1732125740.9456427,1732125740.948032
362,1732125739.9544218,1732125740.948036,1732125740.950409
363,1732125739.9544218,1732125740.9504128,1732125740.952816
364,1732125739.9544218,1732125740.9528203,1732125740.9551678
365,1732125739.9544218,1732125740.9551716,1732125740.9576268
366,1732125739.9544218,1732125740.9576309,1732125740.960013
367,1732125739.9544218,1732125740.9600167,1732125740.9623764
368,1732125739.9544218,1732125740.9623802,1732125740.964743
369,1732125739.9544218,1732125740.9647465,1732125740.9670923
370,1732125739.9544218,1732125740.967096,1732125740.9696133
371,1732125739.9544218,1732125740.9696171,1732125740.9720318
372,1732125739.9544218,1732125740.972036,1732125740.9743953
373,1732125739.9544218,1732125740.9743996,1732125740.976797
374,1732125739.9544218,1732125740.976801,1732125740.9791503
375,1732125739.9544218,1732125740.9791539,1732125740.981555
376,1732125739.9544218,1732125740.9815588,1732125740.9839058
377,1732125739.9544218,1732125740.9839091,1732125740.9864109
378,1732125739.9544218,1732125740.9864147,1732125740.9890037
379,1732125739.9544218,1732125740.9890084,1732125740.9913766
380,1732125739.9544218,1732125740.9913802,1732125740.9937856
381,1732125739.9544218,1732125740.9937897,1732125740.9962018
382,1732125739.9544218,1732125740.9962058,1732125740.9986968
383,1732125739.9544218,1732125740.9987009,1732125741.001126
384,1732125739.9544218,1732125741.0011306,1732125741.0034883
385,1732125739.9544218,1732125741.0034916,1732125741.0059152
386,1732125739.9544218,1732125741.005919,1732125741.0083985
387,1732125739.9544218,1732125741.0084026,1732125741.0107858
388,1732125739.9544218,1732125741.0107894,1732125741.0132139
389,1732125739.9544218,1732125741.0132182,1732125741.015585
390,1732125739.9544218,1732125741.0155885,1732125741.0179963
391,1732125739.9544218,1732125741.0180001,1732125741.020364
392,1732125739.9544218,1732125741.0203679,1732125741.0227225
393,1732125739.9544218,1732125741.0227263,1732125741.0251334
394,1732125739.9544218,1732125741.025138,1732125741.0274918
395,1732125739.9544218,1732125741.0274959,1732125741.0299063
396,1732125739.9544218,1732125741.02991,1732125741.0323257
397,1732125739.9544218,1732125741.0323298,1732125741.0346904
398,1732125739.9544218,1732125741.0346942,1732125741.0371203
399,1732125739.9544218,1732125741.0371244,1732125741.0394707
400,1732125739.9544218,1732125741.0394745,1732125741.041954
401,1732125739.9544218,1732125741.0419576,1732125741.0443594
402,1732125739.9544218,1732125741.0443635,1732125741.046719
403,1732125739.9544218,1732125741.0467231,1732125741.0491233
404,1732125739.9544218,1732125741.0491273,1732125741.0514889
405,1732125739.9544218,1732125741.051493,1732125741.0539243
406,1732125739.9544218,1732125741.05393,1732125741.0564365
407,1732125739.9544218,1732125741.0564404,1732125741.0588028
408,1732125739.9544218,1732125741.058807,1732125741.0614111
409,1732125739.9544218,1732125741.061415,1732125741.0637684
410,1732125739.9544218,1732125741.0637722,1732125741.0662901
411,1732125739.9544218,1732125741.066294,1732125741.0686584
412,1732125739.9544218,1732125741.0686622,1732125741.0710988
413,1732125739.9544218,1732125741.0711026,1732125741.0735154
414,1732125739.9544218,1732125741.0735197,1732125741.0758703
415,1732125739.9544218,1732125741.0758739,1732125741.0782955
416,1732125739.9544218,1732125741.078299,1732125741.0808818
417,1732125739.9544218,1732125741.0808861,1732125741.083259
418,1732125739.9544218,1732125741.083263,1732125741.085702
419,1732125739.9544218,1732125741.0857058,1732125741.0881054
420,1732125739.9544218,1732125741.0881093,1732125741.0905633
421,1732125739.9544218,1732125741.090567,1732125741.093001
422,1732125739.9544218,1732125741.0930045,1732125741.0953546
423,1732125739.9544218,1732125741.0953584,1732125741.0977752
424,1732125739.9544218,1732125741.097779,1732125741.1001647
425,1732125739.9544218,1732125741.1001685,1732125741.1026628
426,1732125739.9544218,1732125741.1026669,1732125741.105067
427,1732125739.9544218,1732125741.105071,1732125741.1074185
428,1732125739.9544218,1732125741.107422,1732125741.109828
429,1732125739.9544218,1732125741.109832,1732125741.1123807
430,1732125739.9544218,1732125741.1123848,1732125741.114768
431,1732125739.9544218,1732125741.1147716,1732125741.117191
432,1732125739.9544218,1732125741.117195,1732125741.1195467
433,1732125739.9544218,1732125741.1195502,1732125741.1220531
434,1732125739.9544218,1732125741.1220572,1732125741.1245012
435,1732125739.9544218,1732125741.1245055,1732125741.1268923
436,1732125739.9544218,1732125741.126896,1732125741.129312
437,1732125739.9544218,1732125741.1293154,1732125741.131666
438,1732125739.9544218,1732125741.1316693,1732125741.1340952
439,1732125739.9544218,1732125741.134099,1732125741.1364737
440,1732125739.9544218,1732125741.1364777,1732125741.1388235
441,1732125739.9544218,1732125741.138827,1732125741.1412294
442,1732125739.9544218,1732125741.1412332,1732125741.1435869
443,1732125739.9544218,1732125741.1435905,1732125741.145991
444,1732125739.9544218,1732125741.1459944,1732125741.1483536
445,1732125739.9544218,1732125741.1483574,1732125741.1507044
446,1732125739.9544218,1732125741.150708,1732125741.1532567
447,1732125739.9544218,1732125741.1532607,1732125741.1556213
448,1732125739.9544218,1732125741.1556249,1732125741.1580243
449,1732125739.9544218,1732125741.1580281,1732125741.160413
450,1732125739.9544218,1732125741.1604166,1732125741.1627648
451,1732125739.9544218,1732125741.1627688,1732125741.1651733
452,1732125739.9544218,1732125741.1651773,1732125741.1675298
453,1732125739.9544218,1732125741.1675332,1732125741.1699336
454,1732125739.9544218,1732125741.1699371,1732125741.1724527
455,1732125739.9544218,1732125741.1724565,1732125741.1748483
456,1732125739.9544218,1732125741.1748521,1732125741.1772788
457,1732125739.9544218,1732125741.1772826,1732125741.1796477
458,1732125739.9544218,1732125741.1796515,1732125741.182093
459,1732125739.9544218,1732125741.1820972,1732125741.1845007
460,1732125739.9544218,1732125741.1845047,1732125741.1869526
461,1732125739.9544218,1732125741.1869566,1732125741.1894155
462,1732125739.9544218,1732125741.1894193,1732125741.1917686
463,1732125739.9544218,1732125741.1917737,1732125741.1941955
464,1732125739.9544218,1732125741.1941993,1732125741.1965647
465,1732125739.9544218,1732125741.1965683,1732125741.198917
466,1732125739.9544218,1732125741.1989205,1732125741.2013233
467,1732125739.9544218,1732125741.2013268,1732125741.203894
468,1732125739.9544218,1732125741.2038984,1732125741.2064164
469,1732125739.9544218,1732125741.2064202,1732125741.2089212
470,1732125739.9544218,1732125741.208925,1732125741.2112722
471,1732125739.9544218,1732125741.2112758,1732125741.2136695
472,1732125739.9544218,1732125741.2136734,1732125741.216059
473,1732125739.9544218,1732125741.2160628,1732125741.2184696
474,1732125739.9544218,1732125741.2184737,1732125741.2208745
475,1732125739.9544218,1732125741.2208786,1732125741.223311
476,1732125739.9544218,1732125741.223315,1732125741.2257726
477,1732125739.9544218,1732125741.2257764,1732125741.228277
478,1732125739.9544218,1732125741.2282805,1732125741.2306502
479,1732125739.9544218,1732125741.2306538,1732125741.2330573
480,1732125739.9544218,1732125741.233061,1732125741.2354145
481,1732125739.9544218,1732125741.235418,1732125741.2378263
482,1732125739.9544218,1732125741.2378302,1732125741.2402294
483,1732125739.9544218,1732125741.2402332,1732125741.2425995
484,1732125739.9544218,1732125741.2426035,1732125741.2451756
485,1732125739.9544218,1732125741.2451797,1732125741.2475479
486,1732125739.9544218,1732125741.2475517,1732125741.250069
487,1732125739.9544218,1732125741.2500732,1732125741.252441
488,1732125739.9544218,1732125741.2524445,1732125741.254919
